Manufacturer,Model,Price,Transmission,Power,Engine CC,Total,Manufacturer_le,Model_freq,Fuel_automatic,Fuel_diesel,Fuel_petrol
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,16042,32,49,0,0,1
Seat,Toledo,20.37,5.642857143,74.21428571,1324.357143,16038,41,20,0,0,1
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,15586,17,20,0,0,1
Ford,Maverick,29.151,5.0,89.0,2526.5,15368,17,20,0,0,1
Honda,HR-V,32.723,3.6,96.0,1498.0,15356,18,15,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,15283,36,20,0,0,1
Kia,Sorento,36.01325,6.0,151.6666667,2048.666667,15240,21,11,0,0,1
Renault,Kangoo,18.76848837,4.860465116,67.02325581,1391.023256,15108,38,14,0,1,0
Peugeot,107,11.14333333,5.0,50.0,998.0,14958,36,9,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,14767,17,19,0,0,1
Peugeot,207,21.70216667,4.9,79.76666667,1536.0,14642,36,8,0,0,1
Chrysler,Neon,19.71783333,4.0,98.0,1995.0,14629,7,18,0,0,1
Fiat,Multipla,25.2075,5.0,80.5,1753.0,14602,16,14,0,0,1
Ford,Streetka,26.0,5.0,70.0,1597.0,14506,17,11,0,0,1
Daewoo,Nexia,12.47666667,4.666666667,58.66666667,1498.0,14141,10,17,0,0,1
Mercedes,SLS,264.675,7.0,420.0,6208.0,14130,30,19,0,0,1
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,13947,18,20,0,0,1
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,13920,38,10,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,13549,32,49,0,0,1
Hyundai,Matrix,18.513,4.6,76.0,1599.0,13369,19,12,0,0,1
Toyota,Aygo,15.20916667,5.0,53.0,998.0,12905,48,9,0,0,1
Nissan,Serena,22.95383333,5.0,67.33333333,1908.166667,12738,34,20,0,0,1
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,12543,32,20,0,0,1
BMW,Z4,64.109625,6.75,202.125,2778.0,12398,4,11,0,0,1
Kia,Carens,31.195,6.0,105.875,1755.75,12267,21,13,0,0,1
Volvo,C70,52.19640625,5.3125,126.5,2323.9375,12222,51,14,0,0,1
BMW,X3,76.5922,8.0,184.0,2396.4,12149,4,10,0,0,1
Ford,Cougar,32.11766667,4.666666667,115.3333333,2362.0,12127,17,15,0,0,1
Peugeot,Partner,20.36464286,5.857142857,82.25,1534.392857,11878,36,12,0,1,0
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,11587,16,18,0,0,1
Mazda,2,21.6,6.0,64.625,1496.0,11586,29,11,0,0,1
Nissan,Bluebird,14.4382,4.9,64.2,1891.7,11584,34,19,0,0,1
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,11354,46,18,0,0,1
Mitsubishi,Lancer,23.01661538,4.730769231,90.88461538,1709.538462,11308,32,20,0,0,1
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,10761,41,19,0,0,1
Smart,City-coupe,13.2053,6.0,35.8,679.0,10523,43,11,0,0,1
Kia,Pride,9.358333333,4.333333333,47.0,1324.0,10521,21,19,0,0,1
Suzuki,Liana,18.88233333,4.666666667,74.0,1523.333333,10308,46,12,0,0,1
Daihatsu,Terios,26.19775,4.625,77.0,1495.0,10185,11,16,0,0,1
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,9874,51,10,0,0,1
Honda,Concerto,16.67175,4.5,74.0,1541.5,9618,18,19,0,0,1
Fiat,Doblo,25.17006452,5.516129032,79.30645161,1523.741935,9577,16,12,0,1,0
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,9470,16,17,0,0,1
Mazda,Demio,14.7754,4.8,51.4,1428.4,9317,29,15,0,0,1
Daihatsu,Sirion,14.333375,4.5625,59.875,1183.25,9056,11,15,0,0,1
Volvo,460,20.49710714,4.142857143,72.42857143,1824.428571,8994,51,18,0,0,1
Skoda,Favorit,7.863333333,5.0,44.0,1289.0,8989,42,18,0,0,1
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,8982,48,20,0,0,1
Mazda,Premacy,23.22409091,4.909090909,82.0,1938.0,8882,29,14,0,0,1
Citroen,C1,13.48615385,5.0,52.38461538,1028.923077,8841,8,9,0,0,1
Ford,Probe,24.84,5.0,102.0,2244.0,8762,17,20,0,0,1
Lotus,Elise,53.792,6.0,134.3333333,1730.0,8620,26,16,0,0,1
Hyundai,Trajet,30.352,4.4,99.0,2117.6,8566,19,13,0,0,1
Daewoo,Leganza,23.245,4.5,98.0,1998.0,8542,10,15,0,0,1
Hyundai,Tucson,41.59161538,6.461538462,111.3076923,1624.769231,8358,19,10,0,0,1
Toyota,Picnic,25.29875,4.5,94.0,1998.0,8272,48,17,0,0,1
Rover,CityRover,11.74,5.0,63.0,1405.0,8233,39,10,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,8216,30,33,0,0,1
Peugeot,806,29.57028571,5.0,84.0,1997.142857,8192,36,18,0,1,0
Kia,Shuma,15.16166667,4.666666667,75.0,1594.0,7930,21,15,0,0,1
Audi,100,37.32636,4.76,101.12,2349.08,7739,3,20,0,0,1
Fiat,Tipo,23.585,5.8125,80.8125,1446.125,7715,16,16,0,1,0
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,7663,24,40,0,1,0
Mazda,MX-3,22.127,5.0,83.0,1721.5,7649,29,20,0,0,1
Volkswagen,Touareg,94.098125,8.0,190.0,2967.0,7632,50,10,0,1,0
Toyota,Prius,33.798,0.0,96.0,1797.4,7615,48,10,0,0,1
Nissan,Note,19.31857143,5.0,66.42857143,1348.285714,7487,34,8,0,1,0
Seat,Altea,27.13,5.768421053,96.05263158,1774.778947,7382,41,10,0,1,0
Land-Rover,Defender,108.7471951,7.853658537,207.6097561,2304.97561,7374,24,20,0,1,0
Chevrolet,Matiz,9.492272727,4.909090909,40.81818182,850.2727273,7128,6,9,0,0,1
BMW,640i,114.8758333,8.0,235.0,2979.0,6766,4,20,0,0,1
Porsche,Cayenne,158.976,8.0,326.0,3295.0,6624,37,11,0,0,1
Audi,A8,116.545,8.0,230.0,2981.0,6583,3,15,0,0,1
Rover,Streetwise,20.74,5.0,75.0,1695.0,6577,39,11,0,0,1
Honda,S2000,55.25,6.0,177.0,1997.0,6548,18,14,0,0,1
Citroen,C8,45.59125,5.25,104.1666667,2027.833333,6512,8,11,0,0,1
Volkswagen,Vento,18.16715385,4.692307692,70.30769231,1932.153846,6418,50,19,0,0,1
Skoda,Superb,39.725,6.8,110.0,1592.0,6411,42,11,0,0,1
Smart,Forfour,24.674,0.0,60.0,160.0,6397,43,9,1,0,0
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116.0,6241,19,20,0,0,1
Volvo,S70,36.90769355,4.5,126.1451613,2344.0,6236,51,16,0,0,1
Daewoo,Espero,16.80266667,4.5,71.0,1764.0,6223,10,15,0,0,1
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,6210,51,20,0,0,1
Peugeot,807,45.76307692,5.307692308,109.0769231,2053.0,6034,36,11,0,1,0
Volkswagen,Jetta,31.30566667,6.259259259,96.92592593,1587.222222,5962,50,20,0,0,1
Chevrolet,Kalos,14.22409091,4.727272727,64.45454545,1353.363636,5876,6,9,0,0,1
Mazda,121,13.191,5.0,51.33333333,1431.333333,5597,29,20,0,0,1
Toyota,Supra,81.295,8.0,250.0,2998.0,5593,48,20,0,0,1
Smart,Roadster-coupe,24.35,6.0,60.0,698.0,5558,43,10,0,0,1
Mazda,Xedos,28.9602,4.4,100.8,1936.6,5549,29,19,0,0,1
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,5548,30,9,0,1,0
Porsche,944,59.4905,5.0,137.5,2734.5,5485,37,20,0,0,1
Honda,FR-V,33.12857143,5.285714286,103.0,1914.714286,5306,18,9,0,0,1
Volkswagen,Corrado,35.34,5.0,118.0,1781.0,5280,50,20,0,0,1
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,5275,3,20,0,0,1
Hyundai,Elantra,19.055,4.6,89.2,1827.8,5248,19,13,0,0,1
Audi,Cabriolet,43.9745,4.5,98.0,2309.0,5177,3,26,0,0,1
Ford,Explorer,76.71,0.0,336.0,0.0,5129,17,17,0,0,1
Nissan,350Z,55.4225,6.0,221.0,3498.0,5111,34,10,0,0,1
Kia,Mentor,14.76166667,4.666666667,75.0,1594.0,5034,21,17,0,0,1
Renault,21,20.35378947,4.789473684,67.68421053,1996.684211,5013,38,16,0,0,1
Ford,Capri,11.7129,4.0,69.0,1864.8,4992,17,20,0,0,1
Peugeot,607,48.09553571,5.107142857,117.7857143,2315.0,4945,36,12,0,0,1
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,4911,34,20,0,1,0
Volvo,XC70,58.46907407,6.444444444,148.5185185,2174.037037,4876,51,11,0,1,0
Chevrolet,Lacetti,18.76285714,4.714285714,80.42857143,1612.928571,4676,6,9,0,0,1
Subaru,Justy,11.745,5.0,51.0,998.0,4489,45,20,0,0,1
Alfa-Romeo,146,18.19842857,5.0,87.71428571,1696.428571,4446,1,15,0,0,1
Audi,S3,60.87,6.75,228.0,1984.0,4297,3,14,0,0,1
Bentley,Continental,285.247,7.2,428.2,5577.8,4254,5,10,0,0,1
Alfa-Romeo,Spider,55.2,6.0,163.5,2696.5,4242,1,20,0,0,1
Mazda,5,22.12540909,5.5,75.09090909,1622.681818,3984,29,9,0,0,1
Honda,Stream,27.935,5.0,103.5,1833.0,3971,18,12,0,0,1
Honda,Shuttle,30.081,4.0,110.0,2254.0,3895,18,20,0,0,1
Kia,Cerato,19.895,4.8,94.0,1742.6,3882,21,9,0,0,1
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,3776,43,9,1,0,0
Volkswagen,Scirocco,33.70615385,6.153846154,120.1538462,1750.615385,3770,50,20,0,0,1
Renault,Safrane,31.79107143,4.571428571,104.1428571,2211.071429,3766,38,17,0,0,1
Toyota,Hilux,46.60136364,6.0,110.0,2393.0,3711,48,12,0,1,0
Nissan,Maxima,34.10357143,4.571428571,121.8571429,2555.285714,3646,34,18,0,0,1
Peugeot,1007,18.657,5.0,59.58333333,1407.333333,3582,36,8,0,0,1
Audi,S4,95.29916667,6.333333333,253.6666667,3764.333333,3535,3,12,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,3440,30,24,0,1,0
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,3224,19,10,0,1,0
Citroen,XM,36.35965,4.55,110.5,2345.1,3220,8,16,0,0,1
Alfa-Romeo,145,17.42714286,5.0,87.71428571,1696.428571,3207,1,15,0,0,1
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199.0,3189,7,10,0,0,1
BMW,M550i,134.789,8.0,390.0,4395.0,3185,4,20,0,0,1
Kia,Magentis,28.803,4.8,111.2,2126.8,3114,21,11,0,0,1
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,3038,16,9,0,1,0
Mazda,MX-6,30.92666667,4.666666667,110.3333333,2328.333333,3015,29,17,0,0,1
Nissan,Pathfinder,60.9552,5.5,146.0,2588.6,3010,34,9,0,1,0
Honda,Legend,69.397,5.0,173.0,3358.666667,2998,18,20,0,0,1
Ford,S-MAX,47.52333333,6.0,128.8888889,1886.555556,2980,17,8,0,1,0
Nissan,Prairie,21.407,4.5,72.0,1974.0,2712,34,15,0,0,1
Alfa-Romeo,GT,37.350625,5.375,121.0625,1972.8125,2662,1,9,0,0,1
Fiat,Tempra,17.91985714,4.19047619,64.47619048,1759.190476,2633,16,14,0,0,1
Aston-Martin,DB7,158.823,4.5,250.0,3228.0,2433,2,14,0,0,1
Ssangyong,Musso,38.79428571,4.428571429,98.57142857,2755.571429,2426,44,15,0,1,0
Volkswagen,Fox,12.49833333,5.0,48.66666667,1336.666667,2332,50,8,0,0,1
Mazda,Tribute,38.025,4.5,129.5,2614.0,2313,29,11,0,0,1
Alfa-Romeo,166,43.89111111,5.666666667,130.5555556,2457.555556,2303,1,11,0,0,1
Honda,Logo,13.382,2.5,48.0,1343.0,2226,18,14,0,0,1
Mitsubishi,Outlander,37.44666667,2.611111111,120.3333333,2085.055556,2211,32,10,0,0,1
Honda,Integra,17.5296,4.6,78.4,1549.8,2200,18,20,0,0,1
Chevrolet,Tacuma,20.20388889,4.777777778,82.33333333,1775.777778,2195,6,8,0,0,1
Chrysler,300C,70.31925,4.5,199.0,4123.5,2119,7,8,0,0,1
Suzuki,SJ,8.4656,4.6,41.4,1182.4,2114,46,15,0,0,1
Mercedes,Vaneo,28.96891667,5.0,72.625,1707.125,2072,30,11,0,0,1
Toyota,Paseo,15.764,5.0,66.0,1497.0,2045,48,16,0,0,1
Volkswagen,Eos,42.2862,6.0,113.8,1740.0,2020,50,8,0,0,1
Subaru,Outback,53.62733333,0.0,122.6666667,2331.333333,2005,45,9,0,0,1
Ssangyong,Rexton,54.2675,5.666666667,114.0,1998.0,1997,44,9,0,1,0
Mitsubishi,Grandis,30.839,4.6,121.0,2378.0,1988,32,8,0,0,1
Aston-Martin,DB9,273.755,6.0,381.0,5935.0,1986,2,9,0,0,1
Mitsubishi,Pajero,45.78386047,4.813953488,106.3023256,2768.511628,1933,32,9,0,1,0
Audi,Q7,106.5488889,8.0,210.0,2976.333333,1872,3,8,0,1,0
Suzuki,SX4,20.6695,4.75,88.0,1586.0,1862,46,8,0,0,1
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,1849,32,49,0,0,1
Porsche,Cayman,84.60125,6.5,220.5,3071.0,1817,37,8,0,0,1
Audi,90,28.379,4.6,91.6,2181.2,1702,3,14,0,0,1
Alfa-Romeo,155,23.90933333,5.0,100.6666667,2016.777778,1695,1,13,0,0,1
Dodge,Caliber,26.59125,4.125,108.625,1911.75,1692,14,8,0,0,1
Daihatsu,Move,12.924,4.0,43.0,989.0,1618,11,13,0,0,1
Audi,RS4,121.77,6.666666667,316.3333333,3740.0,1616,3,8,0,0,1
Suzuki,Samurai,12.25,5.0,43.0,1325.0,1595,46,15,0,0,1
BMW,850i,111.993,5.0,220.0,4988.0,1585,4,14,0,0,1
Porsche,Carrera,646.605,6.0,450.0,5733.0,1577,37,20,0,0,1
Aston-Martin,Vantage,360.755,6.0,410.0,5341.0,1557,2,8,0,0,1
Honda,CRX,28.735,4.666666667,100.6666667,1590.0,1542,18,12,0,0,1
Porsche,928,110.0985,5.0,235.0,4957.0,1494,37,17,0,0,1
Mazda,MPV,35.29583333,5.0,102.0,2129.0,1424,29,9,0,0,1
Fiat,Barchetta,28.295,5.0,96.0,1747.0,1324,16,9,0,0,1
Nissan,Murano,87.487,0.0,188.0,3498.0,1260,34,8,0,0,1
Opel,Zafira,35.27,6.0,112.0714286,1574.428571,1256,35,11,0,0,1
Daihatsu,Copen,23.8115,5.0,64.0,1298.0,1254,11,8,0,0,1
Hyundai,Pony,10.32442857,4.142857143,54.35714286,1463.857143,1219,19,13,0,0,1
TVR,Tuscan,107.7,5.0,274.0,3800.5,1219,47,7,0,0,1
Lotus,Esprit,93.42433333,5.0,233.0,2995.0,1206,26,15,0,0,1
Peugeot,605,35.25972727,4.727272727,104.6363636,2367.181818,1203,36,13,0,0,1
Renault,25,22.35277778,4.222222222,80.92592593,1977.259259,1165,38,13,0,0,1
Ferrari,360,200.19825,6.0,294.0,3586.0,1151,15,5,0,0,1
Renault,Vel,51.6415625,5.375,126.5,2376.75,1115,38,5,0,0,1
Alfa-Romeo,164,38.39725,4.75,131.0,2652.375,1112,1,13,0,0,1
Triumph,TR7,13.137,5.0,93.5,1998.0,1109,49,14,0,0,1
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,1050,30,24,0,1,0
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,1195296,17,20,0,0,1
Ford,Mondeo,39.97375,1.75,130.25,1998.5,758010,17,20,0,0,1
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,697560,17,16,0,0,1
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,687585,50,20,0,0,1
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,679860,38,20,0,0,1
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,663147,17,20,0,0,1
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,553056,34,20,0,0,1
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,519672,4,20,0,0,1
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,513081,36,16,0,0,1
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,483183,50,20,0,0,1
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,480565,38,18,0,0,1
Ford,Ka+,15.46,5.0,60.8,1196.0,373728,17,18,0,0,1
Honda,Civic,29.942625,4.5,106.225,1480.575,372615,18,20,0,0,1
Rover,2000,17.182,5.0,74.0,1994.0,353897,39,31,0,0,1
Peugeot,306,18.64264,4.84,67.0,1698.64,345491,36,20,0,0,1
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,301115,36,20,0,0,1
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,237504,8,16,0,0,1
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,236216,48,20,0,0,1
Renault,Laguna,34.02059211,5.552631579,99.0,1920.026316,234751,38,20,0,1,0
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,215880,50,20,0,0,1
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,214750,8,18,0,0,1
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,210168,36,18,0,0,1
Mercedes,CLA,46.5274,7.04,131.6,1596.92,203654,30,33,0,0,1
Toyota,Yaris,20.7206,3.52,74.4,1397.8,196063,48,15,0,0,1
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,189557,34,19,0,0,1
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,181712,34,20,0,0,1
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,180067,3,19,0,0,1
Peugeot,307,27.46483636,4.872727273,86.45454545,1723.0,174668,36,13,0,0,1
BMW,535i,93.71425,8.0,225.0,2979.0,164244,4,20,0,0,1
Land-Rover,Discovery,107.4521429,8.0,182.5714286,2425.428571,161640,24,20,0,1,0
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,140582,18,20,0,0,1
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,138369,24,16,0,1,0
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,128315,48,16,0,0,1
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,116763,30,20,0,0,1
Peugeot,205,13.11525,4.75,50.875,1430.75,100654,36,20,0,0,1
Mini,Cooper,31.38814286,6.714285714,111.0,1711.571429,99667,31,9,0,0,1
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,99144,42,14,0,0,1
Toyota,Carina,17.44569231,4.692307692,68.26923077,1791.230769,98584,48,20,0,0,1
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,94971,48,20,0,0,1
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,93594,41,20,0,0,1
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,91669,29,20,0,0,1
Ford,Galaxy,53.78571429,6.0,124.8571429,1855.0,88932,17,19,0,1,0
Peugeot,405,20.43008333,4.791666667,69.875,1773.0,86438,36,20,0,0,1
Citroen,Xantia,24.84390244,4.756097561,84.92682927,1982.756098,85814,8,20,0,0,1
Rover,75,39.35238095,5.0,98.04761905,1928.714286,83865,39,15,0,0,1
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,83862,3,17,0,0,1
Citroen,ZX,16.05676923,4.923076923,67.0,1703.153846,83636,8,20,0,0,1
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,82072,30,16,0,0,1
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310.0,81052,46,20,0,0,1
Citroen,C3,22.90364865,5.405405405,75.64864865,1364.0,76462,8,12,0,0,1
Hyundai,Accent,14.293,4.6,75.4,1479.0,76253,19,19,0,0,1
Honda,Jazz,26.3525,0.0,80.0,1498.0,75707,18,12,0,0,1
Citroen,AX,10.83275,5.0,45.0,1242.0,72417,8,20,0,0,1
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,71476,29,20,0,0,1
Skoda,Octavia,30.65053846,6.346153846,95.0,1136.692308,66420,42,16,0,0,1
Rover,45,23.322,3.75,84.2,1853.9,66402,39,14,0,0,1
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,66105,51,17,0,1,0
Ford,Sierra,18.2955625,4.875,70.25,1836.5,66018,17,20,0,0,1
Skoda,Felicia,11.370625,5.0,48.0,1518.0,64746,42,19,0,0,1
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,64436,51,18,0,0,1
Fiat,Brava,17.22277778,4.888888889,70.0,1615.333333,63521,16,18,0,0,1
Saab,9-3X,49.28583333,6.0,145.0,1963.666667,63135,40,16,0,0,1
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,62680,24,40,0,1,0
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,60939,3,19,0,1,0
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,59892,51,18,0,0,1
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,54786,48,20,0,0,1
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475.0,54333,50,20,0,0,1
Jaguar,XE,65.56875,8.0,167.25,1998.0,54163,20,13,0,0,1
Jaguar,XJ,137.5695455,8.0,223.5454545,2813.0,53375,20,20,0,0,1
Ford,Puma,30.3775,6.3125,94.0625,935.625,50468,17,17,0,0,1
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,49503,51,20,0,0,1
Mini,One,24.09525,6.25,68.75,1498.25,48136,31,10,0,0,1
MG,ZR,21.02333333,5.0,92.33333333,1729.333333,48065,27,13,0,0,1
Renault,Espace,59.0,7.0,166.0,1798.0,47533,38,20,0,0,1
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041.0,45949,30,16,0,0,1
Subaru,Impreza,30.5976,1.8,97.6,1757.6,45666,45,20,0,0,1
Mazda,626,20.7195,4.71875,81.375,1950.90625,44304,29,20,0,0,1
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,43278,50,15,0,0,1
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,42979,41,14,0,0,1
Saab,900,37.00904545,4.590909091,114.6818182,2208.090909,42877,40,20,0,0,1
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,42315,20,15,0,0,1
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,42099,3,15,0,0,1
Fiat,Seicento,8.17,5.0,40.0,1108.0,41900,16,16,0,0,1
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,39967,46,20,0,0,1
Daewoo,Lanos,13.24516667,4.833333333,66.66666667,1506.5,39619,10,17,0,0,1
Audi,80,27.09825,4.666666667,91.75,2247.333333,39237,3,20,0,0,1
Renault,19,16.29053333,4.8,57.86666667,1645.133333,37955,38,19,0,0,1
Toyota,MR2,34.19,6.0,103.0,1794.0,37445,48,20,0,0,1
Mitsubishi,Carisma,22.69,4.8,82.2,1773.7,37416,32,18,0,0,1
Alfa-Romeo,156,32.898125,5.333333333,116.2916667,2081.375,37311,1,16,0,0,1
Volvo,850,36.38445588,4.5,125.7058824,2294.764706,37081,51,20,0,0,1
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,36747,8,13,0,1,0
Volvo,940,30.236875,4.5,110.0,2316.0,36436,51,20,0,0,1
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,35942,40,16,0,0,1
Mercedes,190,36.64326667,4.466666667,88.73333333,2284.133333,35874,30,20,0,0,1
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,35857,38,11,0,1,0
Hyundai,Getz,13.63642857,4.714285714,69.0,1424.857143,34723,19,12,0,0,1
Fiat,Cinquecento,7.712,5.0,29.0,899.0,34417,16,20,0,0,1
Fiat,Bravo,22.455,6.0,92.30769231,1466.307692,34192,16,18,0,0,1
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,33934,17,12,0,0,1
Citroen,Berlingo,27.4386,6.34,85.28,1452.0,33333,8,15,0,1,0
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,33064,16,12,0,0,1
Suzuki,Wagon,9.8628,5.0,50.0,1090.4,32399,46,16,0,0,1
Volkswagen,Sharan,45.6995,6.0,114.0,1854.2,32252,50,18,0,1,0
Mercedes,ML,77.41666667,7.0,188.3333333,2876.0,31703,30,15,0,1,0
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,31349,30,17,0,0,1
BMW,X5,113.2693333,8.0,246.3333333,2994.666667,31278,4,13,0,1,0
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,30367,29,12,0,0,1
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,29353,34,12,0,1,0
Citroen,C2,15.14,5.0,64.0,1382.75,29251,8,11,0,0,1
Rover,Mini,7.92,4.0,33.33333333,868.3333333,29140,39,20,0,0,1
Toyota,Starlet,11.389,4.142857143,53.0,1308.285714,28673,48,20,0,0,1
Suzuki,Alto,9.5628,4.6,50.0,996.0,28248,46,20,0,0,1
Ford,Orion,15.40377778,5.0,60.11111111,1593.111111,28029,17,19,0,0,1
Toyota,Previa,43.08,4.666666667,105.0,2239.666667,27922,48,20,0,0,1
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,27682,17,20,0,0,1
Volkswagen,Lupo,13.88308333,4.75,47.75,1373.75,27180,50,15,0,0,1
Saab,9000,41.616,4.6,125.36,2336.52,27013,40,20,0,0,1
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,26950,32,20,0,0,1
BMW,740i,115.533,8.0,250.0,2998.0,26365,4,20,0,0,1
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,25691,7,16,0,1,0
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,25331,37,20,0,0,1
Peugeot,309,14.350125,4.875,59.5,1642.875,25082,36,20,0,0,1
Nissan,Terrano,37.01736842,4.736842105,97.57894737,2697.368421,24410,34,20,0,1,0
Suzuki,Jimny,25.94322222,4.777777778,67.0,1372.666667,23511,46,15,0,0,1
Fiat,Marea,20.1241875,4.875,79.875,1836.875,22974,16,17,0,0,1
MG,TF,32.09,4.0,98.2,1754.4,22930,27,12,0,0,1
Mercedes,300,62.39565385,4.384615385,135.5,2972.307692,22858,30,20,0,0,1
Volvo,S60,52.085,8.0,223.8333333,1969.0,22548,51,13,0,0,1
Fiat,Panda,10.42388889,5.0,52.44444444,1095.777778,22448,16,20,0,0,1
Hyundai,Lantra,16.4455,4.666666667,78.0,1741.0,22410,19,20,0,0,1
Kia,Rio,22.95871429,6.285714286,80.0,998.0,22166,21,13,0,0,1
Porsche,Boxster,83.50125,6.5,213.5,3071.0,22033,37,16,0,0,1
Subaru,Legacy,37.52210345,3.896551724,107.3793103,2084.37931,21689,45,20,0,0,1
Alfa-Romeo,147,25.3433871,5.193548387,95.09677419,1802.774194,20712,1,13,0,0,1
BMW,Z3,39.7374,4.6,115.0,2234.4,20176,4,17,0,0,1
Fiat,Uno,11.28285714,4.285714286,49.28571429,1337.714286,19871,16,18,0,0,1
Seat,Alhambra,49.82277778,6.0,115.8333333,1746.944444,19698,41,17,0,0,1
